host,service
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Health Manager Recovery Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Information Store Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Mailbox Assistants Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Mailbox Replication Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Mailbox Transport Delivery Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Mailbox Transport Submission Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Replication Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange RPC Client Access Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Search Host Controller Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Search Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Service Host Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Throttling Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Transport Log Search Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Transport Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Unified Messaging Call Router Service"
"ch-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Unified Messaging Service"
"ch-exch16-01-p.servicemanagement.com:9182","Network Connections Service"
"ch-exch16-01-p.servicemanagement.com:9182","Security Accounts Manager Service"
"ch-exchr05.servicemanagement.com:9182","Server Service"
"ch-exchr05.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-exchr05.servicemanagement.com:9182","World Wide Web Publishing Service"
"ch-exchr05.servicemanagement.com:9182","Workstation Service"
"ch-exchr05.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-exchr05.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-exchr05.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-exchr05.servicemanagement.com:9182","Mail Marshal Engine Service"
"ch-exchr05.servicemanagement.com:9182","Mail Marshal Sender Service"
"ch-exchr05.servicemanagement.com:9182","Mail Marshal Controller Service"
"ch-exchr05.servicemanagement.com:9182","Mail Marshal Receiver Service"
"ch-exchr05.servicemanagement.com:9182","Mail Marshal Updater Service"
"ch-exchr05.servicemanagement.com:9182","Windows Process Activation Service"
"CH-INC-SQL10-P:9182","Server Service"
"CH-INC-SQL10-P:9182","Workstation Service"
"CH-INC-SQL10-P:9182","Symantec Endpoint Protection"
"ch-int-log02-p.servicemanagement.com:9182","Server Service"
"ch-int-log02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-int-log02-p.servicemanagement.com:9182","Workstation Service"
"ch-int-log02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-int-log02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-int-log02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-int-log03-p.servicemanagement.com:9182","Server Service"
"ch-int-log03-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-int-log03-p.servicemanagement.com:9182","Workstation Service"
"ch-int-log03-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-int-log03-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-int-log03-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-int-str01-p.servicemanagement.com:9182","Server Service"
"ch-int-str01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-int-str01-p.servicemanagement.com:9182","Workstation Service"
"ch-int-str01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-int-str01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-int-str01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-int-str01-s.servicemanagement.com:9182","Server Service"
"ch-int-str01-s.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-int-str01-s.servicemanagement.com:9182","Workstation Service"
"ch-int-str01-s.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-int-str01-s.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-int-str01-s.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-int-str01-t.servicemanagement.com:9182","Server Service"
"ch-int-str01-t.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-int-str01-t.servicemanagement.com:9182","Workstation Service"
"ch-int-str01-t.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-int-str01-t.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-int-str01-t.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-int-str02-p.servicemanagement.com:9182","Server Service"
"ch-int-str02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-int-str02-p.servicemanagement.com:9182","Workstation Service"
"ch-int-str02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-int-str02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-int-str02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-int-str02-s.servicemanagement.com:9182","Server Service"
"ch-int-str02-s.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-int-str02-s.servicemanagement.com:9182","Workstation Service"
"ch-int-str02-s.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-int-str02-s.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-int-str02-s.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-int-str02-t.servicemanagement.com:9182","Server Service"
"ch-int-str02-t.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-int-str02-t.servicemanagement.com:9182","Workstation Service"
"ch-int-str02-t.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-int-str02-t.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-int-str02-t.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-ivr03-p.servicemanagement.com:9182","Server Service"
"ch-ivr03-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-ivr03-p.servicemanagement.com:9182","Workstation Service"
"ch-ivr03-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-ivr03-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-ivr03-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-ivr03-p.servicemanagement.com:9182","Electronic Workforce Service"
"ch-ivr04-p.servicemanagement.com:9182","Server Service"
"ch-ivr04-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-ivr04-p.servicemanagement.com:9182","Workstation Service"
"ch-ivr04-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-ivr04-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-ivr04-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-ivr04-p.servicemanagement.com:9182","Electronic Workforce Service"
"ch-kace-rs01-p.servicemanagement.com:9182","Server Service"
"ch-kace-rs01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-kace-rs01-p.servicemanagement.com:9182","Workstation Service"
"ch-kace-rs01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-kace-rs01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-kace-rs01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-mgmt-john01.servicemanagement.com:9182","Server Service"
"ch-mgmt-john01.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-mgmt-john01.servicemanagement.com:9182","Workstation Service"
"ch-mgmt-john01.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-mgmt-john01.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-mgmt-john01.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-mgmt-rds01-p.servicemanagement.com:9182","Server Service"
"ch-mgmt-rds01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-mgmt-rds01-p.servicemanagement.com:9182","Workstation Service"
"ch-mgmt-rds01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-mgmt-rds01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-mgmt-rds01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-pns01-p.servicemanagement.com:9182","Server Service"
"ch-pns01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-pns01-p.servicemanagement.com:9182","Workstation Service"
"ch-pns01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-pns01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-pns01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-pns01-s.servicemanagement.com:9182","Server Service"
"ch-pns01-s.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-pns01-s.servicemanagement.com:9182","Workstation Service"
"ch-pns01-s.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-pns01-s.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-pns01-s.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"CH-RMQ-MSTR01-P.servicemanagement.com:9182","Server Service"
"CH-RMQ-MSTR01-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"CH-RMQ-MSTR01-P.servicemanagement.com:9182","Workstation Service"
"CH-RMQ-MSTR01-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"CH-RMQ-MSTR01-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"CH-RMQ-MSTR01-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"CH-RMQ-MSTR01-P.servicemanagement.com:9182","RabbitMQ Service"
"CH-RMQ-MSTR01-S.servicemanagement.com:9182","Server Service"
"CH-RMQ-MSTR01-S.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"CH-RMQ-MSTR01-S.servicemanagement.com:9182","Workstation Service"
"CH-RMQ-MSTR01-S.servicemanagement.com:9182","Quest KACE One Agent Service"
"CH-RMQ-MSTR01-S.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"CH-RMQ-MSTR01-S.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"CH-RMQ-MSTR01-T.servicemanagement.com:9182","Server Service"
"CH-RMQ-MSTR01-T.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"CH-RMQ-MSTR01-T.servicemanagement.com:9182","Workstation Service"
"CH-RMQ-MSTR01-T.servicemanagement.com:9182","Quest KACE One Agent Service"
"CH-RMQ-MSTR01-T.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"CH-RMQ-MSTR01-T.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"CH-RMQ-MSTR02-P.servicemanagement.com:9182","Server Service"
"CH-RMQ-MSTR02-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"CH-RMQ-MSTR02-P.servicemanagement.com:9182","Workstation Service"
"CH-RMQ-MSTR02-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"CH-RMQ-MSTR02-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"CH-RMQ-MSTR02-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"CH-RMQ-MSTR02-P.servicemanagement.com:9182","RabbitMQ Service"
"CH-RMQ-MSTR02-S.servicemanagement.com:9182","Server Service"
"CH-RMQ-MSTR02-S.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"CH-RMQ-MSTR02-S.servicemanagement.com:9182","Workstation Service"
"CH-RMQ-MSTR02-S.servicemanagement.com:9182","Quest KACE One Agent Service"
"CH-RMQ-MSTR02-S.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"CH-RMQ-MSTR02-S.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-s3-file01-p.servicemanagement.com:9182","Server Service"
"ch-s3-file01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-s3-file01-p.servicemanagement.com:9182","Workstation Service"
"ch-s3-file01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-s3-file01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-s3-file01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-sftp02.servicemanagement.com:9182","Server Service"
"ch-sftp02.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-sftp02.servicemanagement.com:9182","Workstation Service"
"ch-sftp02.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-sftp02.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-sftp02.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-sftp02.servicemanagement.com:9182","EFT Server Service"
"ch-spe-nas01.servicemanagement.com:9182","Server Service"
"ch-spe-nas01.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-spe-nas01.servicemanagement.com:9182","Workstation Service"
"ch-spe-nas01.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-spe-nas01.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-spe-nas01.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-spe-nas02.servicemanagement.com:9182","Server Service"
"ch-spe-nas02.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-spe-nas02.servicemanagement.com:9182","Workstation Service"
"ch-spe-nas02.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-spe-nas02.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-spe-nas02.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-spe-nas03.servicemanagement.com:9182","Server Service"
"ch-spe-nas03.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-spe-nas03.servicemanagement.com:9182","Workstation Service"
"ch-spe-nas03.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-spe-nas03.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-spe-nas03.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-spe-nas04.servicemanagement.com:9182","Server Service"
"ch-spe-nas04.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-spe-nas04.servicemanagement.com:9182","Workstation Service"
"ch-spe-nas04.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-spe-nas04.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-spe-nas04.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"CH-SPE-NAS05.servicemanagement.com:9182","Server Service"
"CH-SPE-NAS05.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"CH-SPE-NAS05.servicemanagement.com:9182","Workstation Service"
"CH-SPE-NAS05.servicemanagement.com:9182","Quest KACE One Agent Service"
"CH-SPE-NAS05.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"CH-SPE-NAS05.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"CH-SPE-QUAR05.servicemanagement.com:9182","Server Service"
"CH-SPE-QUAR05.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"CH-SPE-QUAR05.servicemanagement.com:9182","Workstation Service"
"CH-SPE-QUAR05.servicemanagement.com:9182","Quest KACE One Agent Service"
"CH-SPE-QUAR05.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"CH-SPE-QUAR05.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-srv-rate01-p.servicemanagement.com:9182","Server Service"
"ch-srv-rate01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-srv-rate01-p.servicemanagement.com:9182","World Wide Web Publishing Service"
"ch-srv-rate01-p.servicemanagement.com:9182","Workstation Service"
"ch-srv-rate01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-srv-rate01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-srv-rate01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-srv-rate01-s.servicemanagement.com:9182","Server Service"
"ch-srv-rate01-s.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-srv-rate01-s.servicemanagement.com:9182","World Wide Web Publishing Service"
"ch-srv-rate01-s.servicemanagement.com:9182","Workstation Service"
"ch-srv-rate01-s.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-srv-rate01-s.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-srv-rate01-s.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-srv-rate01-t.servicemanagement.com:9182","Server Service"
"ch-srv-rate01-t.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-srv-rate01-t.servicemanagement.com:9182","Workstation Service"
"ch-srv-rate01-t.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-srv-rate01-t.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-srv-rate01-t.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-srv-rate02-p.servicemanagement.com:9182","Server Service"
"ch-srv-rate02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-srv-rate02-p.servicemanagement.com:9182","World Wide Web Publishing Service"
"ch-srv-rate02-p.servicemanagement.com:9182","Workstation Service"
"ch-srv-rate02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-srv-rate02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-srv-rate02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"CH-SSIS20-P.servicemanagement.com:9182","Server Service"
"CH-SSIS20-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"CH-SSIS20-P.servicemanagement.com:9182","Workstation Service"
"CH-SSIS20-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"CH-SSIS20-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"CH-SSIS20-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"CH-SSRS01-P:9182","Server Service"
"CH-SSRS01-P:9182","Symantec Endpoint Protection Service"
"CH-SSRS01-P:9182","Workstation Service"
"CH-SSRS01-P:9182","Quest KACE One Agent Service"
"CH-SSRS01-P:9182","Quest KACE Offline Scheduler Service"
"CH-SSRS01-P:9182","Quest KACE Agent WatchDog Service"
"CH-SSRS02-P:9182","Server Service"
"CH-SSRS02-P:9182","Workstation Service"
"CH-SSRS02-P:9182","Quest KACE Agent WatchDog Service"
"CH-SSRS02-P:9182","Quest KACE Offline Scheduler Service"
"CH-SSRS02-P:9182","Quest KACE One Agent Service"
